"","dataid","clusterid","block","svy","storewat","freechl","latseal","latfeces","humfeces","hwsw","hwss","hwsws","lnsp","rlnsp","hwcat"
"12706","89406","894",77,0,1,NA,0,1,1,1,1,1,NA,NA,2
"12707","89406","894",77,2,1,1,1,1,1,1,1,1,NA,NA,2
"12708","89406","894",77,1,1,1,1,1,1,1,1,1,NA,1,2
"12709","89407","894",77,0,0,NA,1,1,1,1,0,0,NA,NA,1
"12710","89407","894",77,2,1,1,1,1,1,1,1,1,0.5,1,2
"12711","89407","894",77,1,1,1,1,1,0,1,1,1,1.4375,1,2
"12712","89501","895",77,2,0,0,1,1,1,1,0,0,NA,NA,1
"12713","89501","895",77,0,1,NA,0,0,1,1,1,1,NA,NA,2
"12714","89501","895",77,1,1,0,1,1,1,1,0,0,0.5,1,1
"12715","89502","895",77,0,0,NA,0,1,1,1,1,1,NA,NA,2
"12716","89502","895",77,1,1,0,0,1,1,1,0,0,0.5,1,1
"12717","89502","895",77,2,1,0,1,1,1,1,0,0,NA,NA,1
"12718","89503","895",77,0,1,NA,1,1,1,1,1,1,NA,NA,2
"12719","89504","895",77,2,0,0,1,1,1,1,0,0,NA,NA,1
"12720","89504","895",77,0,1,NA,1,1,1,1,0,0,NA,NA,1
"12721","89504","895",77,1,1,0,1,0,1,1,1,1,1.071429,1,2
"12722","89505","895",77,1,0,0,1,1,1,1,0,0,3,1,1
"12723","89505","895",77,2,0,0,1,1,1,1,1,1,NA,1,2
"12724","89505","895",77,0,0,NA,0,0,1,1,1,1,NA,NA,2
"12725","89506","895",77,2,0,0,1,1,1,1,0,0,NA,1,1
"12726","89506","895",77,1,0,0,0,1,1,1,0,0,NA,NA,1
"12727","89506","895",77,0,0,NA,1,1,1,1,1,1,NA,NA,2
"12728","89507","895",77,2,1,0,0,1,1,1,0,0,NA,NA,1
"12729","89507","895",77,0,1,NA,0,0,1,0,0,0,NA,NA,0
"12730","89507","895",77,1,1,0,0,0,1,1,0,0,0,1,1
"12731","89508","895",77,2,0,0,0,1,1,1,1,1,NA,NA,2
"12732","89508","895",77,1,0,0,0,1,1,1,0,0,0.5,0.8571429,1
"12733","89508","895",77,0,0,NA,0,1,1,1,0,0,NA,NA,1
"12734","89601","896",78,2,0,0,1,1,1,1,1,1,NA,NA,2
"12735","89601","896",78,1,0,0,NA,NA,0,0,1,0,NA,NA,1
"12736","89601","896",78,0,0,NA,0,1,1,1,1,1,NA,NA,2
"12737","89602","896",78,1,0,0,1,1,1,1,1,1,NA,NA,2
"12738","89602","896",78,2,0,0,1,1,1,1,1,1,NA,NA,2
"12739","89602","896",78,0,0,NA,1,1,1,1,1,1,NA,NA,2
"12740","89603","896",78,2,0,0,1,1,1,1,1,1,NA,NA,2
"12741","89603","896",78,1,1,0,1,1,1,1,1,1,NA,NA,2
"12742","89603","896",78,0,0,NA,1,1,1,1,1,1,NA,NA,2
"12743","89604","896",78,0,1,NA,1,1,1,1,0,0,NA,NA,1
"12744","89604","896",78,2,0,0,1,1,1,1,1,1,NA,NA,2
"12745","89604","896",78,1,0,0,1,1,1,1,1,1,NA,NA,2
"12746","89605","896",78,2,0,0,0,1,1,1,1,1,NA,NA,2
"12747","89605","896",78,1,1,0,0,1,1,1,0,0,NA,NA,1
"12748","89605","896",78,0,0,NA,0,1,1,1,0,0,NA,NA,1
"12749","89606","896",78,0,1,NA,NA,0,1,1,0,0,NA,NA,1
"12750","89606","896",78,1,0,0,0,0,1,1,1,1,NA,NA,2
"12751","89606","896",78,2,1,0,0,0,1,1,1,1,NA,NA,2
"12752","89607","896",78,0,0,NA,0,0,1,1,1,1,NA,NA,2
"12753","89607","896",78,2,0,0,1,1,1,1,1,1,NA,NA,2
"12754","89607","896",78,1,1,0,0,1,1,1,1,1,NA,NA,2
"12755","89608","896",78,1,0,0,0,0,1,1,1,1,NA,NA,2
"12756","89608","896",78,2,1,0,1,1,1,1,1,1,NA,NA,2
"12757","89608","896",78,0,0,NA,0,0,1,1,0,0,NA,NA,1
"12758","89701","897",78,1,0,0,1,1,1,1,1,1,NA,NA,2
"12759","89701","897",78,0,0,NA,0,1,1,1,1,1,NA,NA,2
"12760","89701","897",78,2,0,0,1,1,1,1,1,1,NA,NA,2
"12761","89702","897",78,0,0,NA,0,1,1,1,1,1,NA,NA,2
"12762","89702","897",78,1,0,0,1,1,1,1,1,1,NA,NA,2
"12763","89702","897",78,2,0,0,1,1,1,1,1,1,NA,NA,2
"12764","89703","897",78,1,0,0,1,1,1,1,0,0,NA,NA,1
"12765","89703","897",78,2,0,0,1,0,1,1,0,0,NA,NA,1
"12766","89703","897",78,0,0,NA,1,1,1,1,0,0,NA,NA,1
"12767","89704","897",78,0,0,NA,0,1,1,1,1,1,NA,NA,2
"12768","89704","897",78,1,0,0,0,1,1,1,1,1,NA,NA,2
"12769","89704","897",78,2,1,0,0,0,1,1,1,1,NA,NA,2
"12770","89705","897",78,0,0,NA,0,0,1,1,0,0,NA,NA,1
"12771","89705","897",78,2,0,0,0,1,1,1,1,1,NA,NA,2
"12772","89706","897",78,2,0,0,1,1,1,1,1,1,NA,NA,2
"12773","89706","897",78,1,0,0,0,0,1,1,1,1,NA,NA,2
"12774","89706","897",78,0,0,NA,NA,1,1,1,1,1,NA,NA,2
"12775","89707","897",78,0,1,NA,0,1,1,1,1,1,NA,NA,2
"12776","89708","897",78,0,0,NA,1,1,1,1,1,1,NA,NA,2
"12777","89708","897",78,2,0,0,1,1,1,1,1,1,NA,NA,2
"12778","89708","897",78,1,1,0,1,0,1,1,1,1,NA,NA,2
"12779","89801","898",78,0,0,NA,1,1,1,1,1,1,NA,NA,2
"12780","89801","898",78,1,1,0,1,1,1,1,1,1,NA,NA,2
"12781","89801","898",78,2,1,0,0,0,1,1,1,1,NA,NA,2
"12782","89802","898",78,2,0,0,0,1,1,1,1,1,NA,NA,2
"12783","89802","898",78,0,0,NA,1,1,1,1,0,0,NA,NA,1
"12784","89802","898",78,1,0,0,1,1,1,1,0,0,NA,NA,1
"12785","89803","898",78,0,1,NA,NA,NA,1,1,0,0,NA,NA,1
"12786","89803","898",78,2,0,0,0,0,1,1,0,0,NA,NA,1
"12787","89804","898",78,0,1,NA,1,1,1,1,1,1,NA,NA,2
"12788","89804","898",78,2,1,0,1,0,1,1,1,1,NA,NA,2
"12789","89805","898",78,0,0,NA,1,1,1,1,0,0,NA,NA,1
"12790","89805","898",78,1,0,0,1,0,1,1,0,0,NA,NA,1
"12791","89805","898",78,2,1,0,1,0,1,1,0,0,NA,NA,1
"12792","89806","898",78,1,0,0,0,1,1,1,0,0,NA,NA,1
"12793","89806","898",78,2,0,0,1,0,1,1,1,1,NA,NA,2
"12794","89806","898",78,0,0,NA,1,1,1,1,0,0,NA,NA,1
"12795","89807","898",78,0,0,NA,0,1,1,1,0,0,NA,NA,1
"12796","89807","898",78,2,0,0,1,0,1,1,1,1,NA,NA,2
"12797","89807","898",78,1,0,0,0,1,1,1,0,0,NA,NA,1
"12798","89901","899",78,0,0,NA,0,0,1,1,0,0,NA,NA,1
"12799","89902","899",78,2,1,1,1,1,1,1,1,1,NA,NA,2
"12800","89902","899",78,1,1,1,1,1,1,1,1,1,NA,NA,2
"12801","89902","899",78,0,0,NA,0,0,1,1,0,0,NA,NA,1
"12802","89903","899",78,0,1,NA,0,0,1,1,1,1,NA,NA,2
"12803","89903","899",78,1,1,1,1,1,1,1,1,1,NA,NA,2
"12804","89903","899",78,2,1,1,1,1,1,1,1,1,NA,NA,2
"12805","89904","899",78,2,1,1,1,1,1,1,1,1,NA,NA,2
"12806","89904","899",78,0,1,NA,1,1,1,1,0,0,NA,NA,1
"12807","89904","899",78,1,1,1,1,1,1,1,1,1,NA,NA,2
"12808","89905","899",78,0,0,NA,1,1,1,1,0,0,NA,NA,1
"12809","89905","899",78,1,1,1,1,1,1,1,1,1,NA,NA,2
"12810","89905","899",78,2,1,1,1,1,1,1,1,1,NA,NA,2
"12811","89906","899",78,2,1,1,1,1,1,1,1,1,NA,NA,2
"12812","89906","899",78,1,1,1,1,1,1,1,1,1,NA,NA,2
"12813","89906","899",78,0,0,NA,1,1,1,1,1,1,NA,NA,2
"12814","89907","899",78,0,0,NA,NA,1,1,1,0,0,NA,NA,1
"12815","89907","899",78,2,1,1,1,1,1,1,1,1,NA,NA,2
"12816","89907","899",78,1,1,1,1,1,1,1,1,1,NA,NA,2
"12817","89908","899",78,1,1,1,1,0,1,1,1,1,NA,NA,2
"12818","89908","899",78,0,0,NA,0,0,1,1,1,1,NA,NA,2
"12819","89908","899",78,2,1,1,1,1,1,1,1,1,NA,NA,2
"12820","90001","900",78,0,1,NA,1,1,1,0,0,0,NA,NA,0
"12821","90002","900",78,1,1,1,1,1,1,1,1,1,NA,NA,2
"12822","90002","900",78,2,1,1,0,0,1,1,0,0,NA,NA,1
"12823","90002","900",78,0,0,NA,0,1,1,1,0,0,NA,NA,1
"12824","90003","900",78,1,1,1,1,1,1,1,1,1,NA,NA,2
"12825","90003","900",78,2,1,1,0,1,1,1,0,0,NA,NA,1
"12826","90003","900",78,0,0,NA,1,1,1,1,1,1,NA,NA,2
"12827","90004","900",78,1,1,1,0,0,1,1,1,1,NA,NA,2
"12828","90004","900",78,2,1,1,1,1,1,1,0,0,NA,NA,1
"12829","90004","900",78,0,0,NA,0,1,1,1,1,1,NA,NA,2
"12830","90005","900",78,1,1,1,0,0,1,1,0,0,NA,NA,1
"12831","90005","900",78,2,1,1,1,1,1,1,0,0,NA,NA,1
"12832","90005","900",78,0,1,NA,0,1,1,1,1,1,NA,NA,2
"12833","90006","900",78,2,1,NA,1,1,1,1,0,0,NA,NA,1
"12834","90006","900",78,0,0,NA,0,0,1,1,0,0,NA,NA,1
"12835","90006","900",78,1,1,1,0,1,1,1,0,0,NA,NA,1
"12836","90007","900",78,1,1,1,0,1,1,1,1,1,NA,NA,2
"12837","90007","900",78,2,1,1,1,1,1,1,0,0,NA,NA,1
"12838","90007","900",78,0,0,NA,1,1,1,1,0,0,NA,NA,1
"12839","90101","901",78,0,0,NA,0,0,1,1,1,1,NA,NA,2
"12840","90101","901",78,2,1,1,1,1,1,1,1,1,0.975,1,2
"12841","90101","901",78,1,1,1,1,1,1,1,1,1,0.75,1,2
"12842","90102","901",78,1,1,1,1,1,1,1,1,1,NA,1,2
"12843","90102","901",78,0,1,NA,0,0,1,0,0,0,NA,NA,0
"12844","90103","901",78,1,1,1,1,1,1,1,0,0,0.9833333,1,1
"12845","90103","901",78,0,1,NA,0,1,1,1,1,1,NA,NA,2
"12846","90103","901",78,2,1,1,1,1,1,1,1,1,1.052632,1,2
"12847","90104","901",78,1,1,1,1,1,1,1,1,1,NA,1,2
"12848","90104","901",78,2,1,1,1,1,1,1,1,1,0.925,1,2
"12849","90104","901",78,0,0,NA,0,1,1,1,1,1,NA,NA,2
"12850","90105","901",78,0,0,NA,1,1,1,1,1,1,NA,NA,2
"12851","90105","901",78,2,1,1,1,1,1,1,1,1,NA,NA,2
"12852","90106","901",78,0,0,NA,0,0,1,1,1,1,NA,NA,2
"12853","90106","901",78,2,1,1,1,1,1,1,1,1,1.052632,0.1428571,2
"12854","90106","901",78,1,1,1,1,1,1,1,1,1,1.041667,1,2
"12855","90107","901",78,0,0,NA,0,0,1,1,0,0,NA,NA,1
"12856","90107","901",78,2,1,1,1,1,1,1,0,0,0.975,1,1
"12857","90107","901",78,1,1,1,1,1,1,1,1,1,NA,1,2
"12858","90108","901",78,2,1,1,1,0,1,1,1,1,1.037037,1,2
"12859","90108","901",78,0,0,NA,1,1,1,1,0,0,NA,NA,1
"12860","90108","901",78,1,1,1,1,1,1,1,1,1,1,1,2
"12861","90201","902",78,1,0,0,1,1,1,1,0,0,NA,NA,1
"12862","90201","902",78,2,0,0,1,1,1,1,0,0,NA,NA,1
"12863","90201","902",78,0,0,NA,1,1,1,1,1,1,NA,NA,2
"12864","90202","902",78,0,0,NA,0,1,1,1,0,0,NA,NA,1
"12865","90203","902",78,0,0,NA,0,1,1,1,0,0,NA,NA,1
"12866","90204","902",78,1,0,0,1,1,1,1,0,0,NA,NA,1
"12867","90204","902",78,2,1,0,1,1,1,1,1,1,NA,NA,2
"12868","90204","902",78,0,0,NA,1,1,1,1,1,1,NA,NA,2
"12869","90205","902",78,0,0,NA,1,1,1,1,1,1,NA,NA,2
"12870","90205","902",78,1,1,0,1,1,1,1,1,1,NA,NA,2
"12871","90205","902",78,2,0,0,1,0,1,1,1,1,NA,NA,2
"12872","90206","902",78,2,0,0,1,1,1,1,1,1,NA,NA,2
"12873","90206","902",78,0,0,NA,0,0,1,1,1,1,NA,NA,2
"12874","90206","902",78,1,1,0,1,1,1,1,0,0,NA,NA,1
"12875","90207","902",78,2,1,0,0,0,1,1,1,1,NA,NA,2
"12876","90207","902",78,0,1,NA,1,1,1,1,1,1,NA,NA,2
"12877","90208","902",78,0,0,NA,1,1,1,1,1,1,NA,NA,2
"12878","90301","903",78,0,1,NA,0,0,1,1,0,0,NA,NA,1
"12879","90302","903",78,0,0,NA,1,1,1,1,1,1,NA,NA,2
"12880","90302","903",78,1,0,0,0,1,1,1,1,1,NA,1,2
"12881","90302","903",78,2,0,0,1,0,1,1,1,1,NA,NA,2
"12882","90303","903",78,0,0,NA,0,0,1,1,0,0,NA,NA,1
"12883","90303","903",78,1,0,0,1,0,1,1,0,0,1.3125,1,1
"12884","90303","903",78,2,0,0,1,0,1,1,1,1,NA,NA,2
"12885","90304","903",78,2,0,0,1,1,1,1,1,1,NA,NA,2
"12886","90304","903",78,0,0,NA,0,1,1,1,1,1,NA,NA,2
"12887","90304","903",78,1,0,0,1,1,1,1,1,1,1.3125,1,2
"12888","90305","903",78,0,1,NA,0,0,1,1,0,0,NA,NA,1
"12889","90306","903",78,2,0,0,0,0,1,1,1,1,0.9736843,0.8571429,2
"12890","90306","903",78,0,0,NA,NA,NA,1,1,0,0,NA,NA,1
"12891","90306","903",78,1,0,0,0,1,1,1,1,1,1.051724,1,2
"12892","90307","903",78,2,1,0,NA,NA,1,1,0,0,0.9736843,0.8571429,1
"12893","90307","903",78,1,0,0,0,0,1,1,0,0,1.089286,1,1
"12894","90307","903",78,0,0,NA,0,0,1,1,0,0,NA,NA,1
"12895","90308","903",78,0,0,NA,0,1,1,1,0,0,NA,NA,1
"12896","90401","904",79,2,1,1,1,1,1,1,1,1,NA,NA,2
"12897","90401","904",79,1,1,0,1,1,1,1,0,0,NA,NA,1
"12898","90401","904",79,0,0,NA,0,0,1,1,0,0,NA,NA,1
"12899","90402","904",79,1,1,1,1,1,1,1,1,1,NA,NA,2
"12900","90402","904",79,0,1,NA,1,1,1,1,0,0,NA,NA,1
"12901","90402","904",79,2,1,1,1,1,1,1,1,1,NA,NA,2
"12902","90403","904",79,0,1,NA,NA,0,1,1,0,0,NA,NA,1
"12903","90404","904",79,2,1,1,1,1,1,1,1,1,NA,NA,2
"12904","90404","904",79,0,1,NA,0,1,1,NA,NA,NA,NA,NA,NA
"12905","90404","904",79,1,1,0,1,0,1,1,1,1,NA,NA,2
"12906","90405","904",79,1,1,1,0,0,1,1,1,1,NA,NA,2
"12907","90405","904",79,2,1,1,1,1,1,1,1,1,NA,NA,2
"12908","90405","904",79,0,0,NA,0,0,1,1,0,0,NA,NA,1
"12909","90406","904",79,1,1,1,1,1,1,1,1,1,NA,NA,2
"12910","90406","904",79,2,1,1,1,1,1,1,1,1,NA,NA,2
"12911","90406","904",79,0,0,NA,NA,NA,1,1,0,0,NA,NA,1
"12912","90407","904",79,0,0,NA,0,1,1,1,1,1,NA,NA,2
"12913","90408","904",79,2,1,1,1,1,1,1,1,1,NA,NA,2
"12914","90408","904",79,1,1,1,1,0,1,1,1,1,NA,NA,2
"12915","90408","904",79,0,0,NA,1,1,1,1,0,0,NA,NA,1
"12916","90501","905",79,2,1,1,1,1,1,1,1,1,NA,NA,2
"12917","90501","905",79,1,1,1,0,1,1,1,1,1,NA,NA,2
"12918","90501","905",79,0,0,NA,0,1,1,1,0,0,NA,NA,1
"12919","90502","905",79,1,1,1,0,1,1,1,0,0,NA,NA,1
"12920","90502","905",79,0,1,NA,0,1,1,1,0,0,NA,NA,1
"12921","90502","905",79,2,1,1,0,1,1,1,0,0,NA,NA,1
"12922","90503","905",79,2,1,1,0,1,1,1,0,0,NA,NA,1
"12923","90503","905",79,1,1,1,1,1,1,1,1,1,NA,NA,2
"12924","90503","905",79,0,0,NA,0,0,1,1,0,0,NA,NA,1
"12925","90504","905",79,0,0,NA,0,0,1,1,0,0,NA,NA,1
"12926","90505","905",79,2,1,1,0,0,1,1,0,0,NA,NA,1
"12927","90505","905",79,0,0,NA,0,0,1,1,0,0,NA,NA,1
"12928","90505","905",79,1,1,1,0,1,1,1,1,1,NA,NA,2
"12929","90506","905",79,1,1,1,1,1,1,1,0,0,NA,NA,1
"12930","90506","905",79,0,1,NA,0,0,1,1,1,1,NA,NA,2
"12931","90506","905",79,2,1,1,0,0,1,1,0,0,NA,NA,1
"12932","90507","905",79,1,1,1,0,0,1,1,1,1,NA,NA,2
"12933","90507","905",79,0,0,NA,1,1,1,1,0,0,NA,NA,1
"12934","90507","905",79,2,1,1,0,1,1,1,1,1,NA,NA,2
"12935","90508","905",79,1,1,1,0,0,1,1,1,1,NA,NA,2
"12936","90508","905",79,2,1,1,0,1,1,1,1,1,NA,NA,2
"12937","90508","905",79,0,0,NA,0,0,1,1,1,1,NA,NA,2
"12938","90601","906",79,2,0,0,1,1,1,1,1,1,NA,NA,2
"12939","90601","906",79,0,0,NA,1,1,1,1,1,1,NA,NA,2
"12940","90601","906",79,1,1,0,1,1,1,1,1,1,NA,NA,2
"12941","90602","906",79,0,1,NA,1,1,1,1,0,0,NA,NA,1
"12942","90602","906",79,1,1,0,1,1,1,1,0,0,NA,NA,1
"12943","90602","906",79,2,0,0,1,1,1,1,0,0,NA,NA,1
"12944","90603","906",79,0,1,NA,1,1,1,1,1,1,NA,NA,2
"12945","90603","906",79,2,0,0,1,1,1,1,1,1,NA,NA,2
"12946","90603","906",79,1,1,0,1,1,1,1,1,1,NA,NA,2
"12947","90604","906",79,0,1,NA,1,0,1,1,0,0,NA,NA,1
"12948","90604","906",79,1,0,0,1,1,1,1,1,1,NA,NA,2
"12949","90605","906",79,1,1,0,0,1,1,1,0,0,NA,NA,1
"12950","90605","906",79,2,0,0,1,1,1,1,1,1,NA,NA,2
"12951","90605","906",79,0,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"12952","90606","906",79,0,1,NA,0,1,1,0,0,0,NA,NA,0
"12953","90607","906",79,1,0,0,0,0,1,1,1,1,NA,NA,2
"12954","90607","906",79,2,1,0,0,1,1,1,0,0,NA,NA,1
"12955","90607","906",79,0,0,NA,1,1,1,1,0,0,NA,NA,1
"12956","90608","906",79,0,1,NA,0,0,1,1,1,1,NA,NA,2
"12957","90608","906",79,1,0,0,0,1,1,1,0,0,NA,NA,1
"12958","90608","906",79,2,0,0,0,0,1,1,1,1,NA,NA,2
"12959","90701","907",79,2,1,1,1,1,1,1,1,1,1.026316,1,2
"12960","90701","907",79,1,1,1,1,1,1,1,1,1,1.017857,1,2
"12961","90701","907",79,0,0,NA,NA,0,1,1,0,0,NA,NA,1
"12962","90702","907",79,2,1,1,1,1,1,1,1,1,0.9473684,1,2
"12963","90702","907",79,0,0,NA,0,0,1,1,0,0,NA,NA,1
"12964","90702","907",79,1,1,1,1,1,1,1,0,0,1.017857,1,1
"12965","90703","907",79,0,0,NA,1,1,1,1,0,0,NA,NA,1
"12966","90703","907",79,1,1,1,1,1,1,1,1,1,1.02381,1,2
"12967","90703","907",79,2,1,1,1,0,1,1,1,1,1.026316,1,2
"12968","90704","907",79,2,1,1,1,0,1,1,1,1,1.416667,1,2
"12969","90704","907",79,0,1,NA,0,0,1,0,0,0,NA,NA,0
"12970","90704","907",79,1,1,1,1,1,1,1,1,1,1,1,2
"12971","90705","907",79,2,1,1,1,1,1,1,1,1,1.083333,1,2
"12972","90705","907",79,0,0,NA,0,1,1,1,0,0,NA,NA,1
"12973","90705","907",79,1,1,1,1,1,1,1,1,1,0.9464286,1,2
"12974","90706","907",79,0,1,NA,0,0,1,1,0,0,NA,NA,1
"12975","90706","907",79,2,1,1,1,1,1,1,1,1,NA,NA,2
"12976","90706","907",79,1,1,1,1,1,1,1,1,1,0.9827586,1,2
"12977","90707","907",79,2,1,0,1,1,1,1,1,1,NA,NA,2
"12978","90707","907",79,0,0,NA,0,0,1,1,1,1,NA,NA,2
"12979","90707","907",79,1,1,0,1,1,1,1,1,1,1.017857,NA,2
"12980","90708","907",79,0,1,NA,NA,NA,1,1,1,1,NA,NA,2
"12981","90801","908",79,1,0,0,0,0,1,1,1,1,1,1,2
"12982","90801","908",79,0,0,NA,0,1,1,1,1,1,NA,NA,2
"12983","90801","908",79,2,0,0,1,0,1,1,1,1,1,1,2
"12984","90802","908",79,1,0,0,0,1,1,1,0,0,0.98,1,1
"12985","90802","908",79,0,0,NA,0,0,1,1,0,0,NA,NA,1
"12986","90802","908",79,2,0,0,0,1,1,0,0,0,0.9473684,1,0
"12987","90803","908",79,2,1,0,0,1,1,0,0,0,NA,NA,0
"12988","90803","908",79,1,1,0,NA,NA,1,NA,NA,NA,1,1,NA
"12989","90803","908",79,0,1,NA,NA,NA,1,1,0,0,NA,NA,1
"12990","90804","908",79,2,0,0,1,1,1,1,0,0,1.026316,1,1
"12991","90804","908",79,0,0,NA,1,1,1,1,0,0,NA,NA,1
"12992","90804","908",79,1,1,0,0,0,1,1,1,1,0.625,1,2
"12993","90805","908",79,2,0,0,1,1,1,1,0,0,1.027778,1,1
"12994","90805","908",79,1,1,0,0,1,1,1,0,0,0.9615384,1,1
"12995","90805","908",79,0,1,NA,1,1,1,1,0,0,NA,NA,1
"12996","90806","908",79,2,0,0,1,1,1,1,1,1,0.3444445,1,2
"12997","90806","908",79,0,0,NA,1,1,1,1,0,0,NA,NA,1
"12998","90806","908",79,1,0,0,1,1,1,1,0,0,NA,1,1
"12999","90807","908",79,0,0,NA,1,1,1,1,0,0,NA,NA,1
"13000","90807","908",79,2,1,0,1,1,1,1,0,0,NA,NA,1
"13001","90807","908",79,1,0,0,1,1,1,1,1,1,NA,1,2
"13002","90808","908",79,0,0,NA,0,1,1,1,0,0,NA,NA,1
"13003","90808","908",79,1,1,0,1,1,1,1,1,1,NA,1,2
"13004","90808","908",79,2,1,0,1,0,1,0,0,0,0.5,1,0
"13005","90901","909",79,0,0,NA,NA,NA,1,1,0,0,NA,NA,1
"13006","90902","909",79,1,1,0,1,1,1,1,1,1,NA,NA,2
"13007","90902","909",79,0,1,NA,0,1,1,1,0,0,NA,NA,1
"13008","90902","909",79,2,1,0,1,1,1,0,0,0,NA,NA,0
"13009","90903","909",79,0,0,NA,NA,0,1,1,0,0,NA,NA,1
"13010","90904","909",79,2,0,0,1,1,1,1,0,0,NA,NA,1
"13011","90904","909",79,1,0,0,1,1,1,1,0,0,NA,NA,1
"13012","90904","909",79,0,0,NA,0,0,1,1,0,0,NA,NA,1
"13013","90905","909",79,1,0,0,1,1,1,1,0,0,NA,NA,1
"13014","90905","909",79,0,0,NA,0,1,1,1,1,1,NA,NA,2
"13015","90905","909",79,2,0,0,1,1,1,1,1,1,NA,NA,2
"13016","90906","909",79,0,0,NA,0,1,1,1,1,1,NA,NA,2
"13017","90906","909",79,2,0,0,1,1,1,1,1,1,NA,NA,2
"13018","90906","909",79,1,0,0,1,1,1,1,1,1,NA,NA,2
"13019","90907","909",79,1,0,0,1,1,1,1,1,1,NA,NA,2
"13020","90907","909",79,2,0,0,1,1,1,1,0,0,NA,NA,1
"13021","90907","909",79,0,0,NA,0,0,1,1,0,0,NA,NA,1
"13022","90908","909",79,0,0,NA,0,1,1,1,0,0,NA,NA,1
"13023","91001","910",79,1,0,0,1,0,1,1,1,1,NA,NA,2
"13024","91001","910",79,0,0,NA,1,1,1,1,0,0,NA,NA,1
"13025","91001","910",79,2,0,0,0,0,1,1,1,1,NA,NA,2
"13026","91002","910",79,0,1,NA,1,1,1,1,0,0,NA,NA,1
"13027","91002","910",79,2,1,0,1,0,1,1,0,0,NA,NA,1
"13028","91002","910",79,1,1,0,1,0,1,1,1,1,NA,NA,2
"13029","91003","910",79,0,1,NA,0,0,0,NA,NA,NA,NA,NA,NA
"13030","91003","910",79,2,0,0,0,0,1,1,1,1,NA,NA,2
"13031","91003","910",79,1,0,0,0,0,1,1,1,1,NA,NA,2
"13032","91004","910",79,0,0,NA,0,0,1,1,0,0,NA,NA,1
"13033","91005","910",79,2,0,0,0,0,1,1,1,1,NA,NA,2
"13034","91005","910",79,1,0,0,0,1,1,1,1,1,NA,NA,2
"13035","91005","910",79,0,0,NA,0,1,1,1,0,0,NA,NA,1
"13036","91006","910",79,2,0,0,0,0,1,1,1,1,NA,NA,2
"13037","91006","910",79,1,0,0,1,0,1,1,1,1,NA,NA,2
"13038","91006","910",79,0,1,NA,NA,0,1,1,1,1,NA,NA,2
"13039","91007","910",79,0,0,NA,1,0,1,1,0,0,NA,NA,1
"13040","91007","910",79,2,0,0,1,0,1,1,1,1,NA,NA,2
"13041","91007","910",79,1,0,0,1,1,1,1,1,1,NA,NA,2
"13042","91101","911",79,0,1,NA,1,1,1,1,0,0,NA,NA,1
"13043","91101","911",79,2,0,0,0,0,1,1,0,0,NA,NA,1
"13044","91101","911",79,1,1,0,0,1,1,0,0,0,NA,NA,0
"13045","91102","911",79,1,0,0,1,1,1,1,0,0,NA,NA,1
"13046","91102","911",79,2,1,0,1,1,1,1,0,0,NA,NA,1
"13047","91102","911",79,0,1,NA,0,0,1,1,1,1,NA,NA,2
"13048","91104","911",79,1,1,0,0,1,1,1,0,0,NA,NA,1
"13049","91104","911",79,2,1,0,0,1,1,1,0,0,NA,NA,1
"13050","91104","911",79,0,0,NA,0,1,1,1,0,0,NA,NA,1
"13051","91105","911",79,0,1,NA,NA,0,1,1,0,0,NA,NA,1
"13052","91106","911",79,0,1,NA,1,1,1,1,1,1,NA,NA,2
"13053","91106","911",79,2,0,0,1,1,1,1,1,1,NA,NA,2
"13054","91106","911",79,1,1,0,1,1,1,1,0,0,NA,NA,1
"13055","91107","911",79,0,1,NA,0,0,1,1,0,0,NA,NA,1
"13056","91107","911",79,2,0,0,NA,NA,0,1,0,0,NA,NA,1
"13057","91107","911",79,1,0,0,1,1,1,1,0,0,NA,NA,1
"13058","91108","911",79,1,0,0,0,1,1,1,0,0,NA,NA,1
"13059","91108","911",79,2,1,0,0,1,1,1,1,1,NA,NA,2
"13060","91108","911",79,0,0,NA,0,1,1,1,0,0,NA,NA,1
"13061","91201","912",80,0,1,NA,0,1,1,1,1,1,NA,NA,2
"13062","91201","912",80,2,1,1,1,1,1,1,1,1,NA,NA,2
"13063","91201","912",80,1,1,1,1,1,1,1,1,1,NA,NA,2
"13064","91202","912",80,1,1,1,1,1,1,1,1,1,NA,NA,2
"13065","91202","912",80,2,1,1,1,1,1,1,0,0,NA,NA,1
"13066","91202","912",80,0,1,NA,1,0,1,1,0,0,NA,NA,1
"13067","91203","912",80,0,1,NA,1,1,1,1,1,1,NA,NA,2
"13068","91204","912",80,1,1,1,1,1,1,1,0,0,NA,NA,1
"13069","91204","912",80,2,1,1,1,1,1,1,1,1,NA,NA,2
"13070","91204","912",80,0,1,NA,NA,0,1,1,0,0,NA,NA,1
"13071","91205","912",80,2,1,1,1,1,1,1,1,1,NA,NA,2
"13072","91205","912",80,0,1,NA,0,1,1,1,0,0,NA,NA,1
"13073","91205","912",80,1,1,1,1,1,1,1,1,1,NA,NA,2
"13074","91206","912",80,0,0,NA,NA,1,1,0,0,0,NA,NA,0
"13075","91206","912",80,1,1,1,1,1,1,1,1,1,NA,NA,2
